ctx_a,ctx_b,ctx,endings,id,ind,activity_label,source_id,split,split_type,label
[header] Cum să stabiliți limite pentru copiii dvs. [title] Stabiliți reguli și limite clare. [step] Asigurați-vă că copiii dvs. știu care sunt regulile și limitele și că veți aplica regulile pe care le-ați stabilit. [substeps] Începeți să le stabiliți copiilor reguli de la o vârstă fragedă.,,[header] Cum să stabiliți limite pentru copiii dvs. [title] Stabiliți reguli și limite clare. [step] Asigurați-vă că copiii dvs. știu care sunt regulile și limitele și că veți aplica regulile pe care le-ați stabilit. [substeps] Începeți să le stabiliți copiilor reguli de la o vârstă fragedă.,"['Începeți cu regulile ""fără alcool"" și ""fără jocuri video"". Când aplicați aceste reguli, este mai probabil să fiți luat prin surprindere de consecințe și să evitați să vedeți consecințele.', 'Lăsați-le copiilor să-și stabilească propriile așteptări în legătură cu limitele și asigurați-vă că le respectă! Continuați să discutați despre limite și obiective comune. Cereți explicații permisibile atunci când copiii dvs. îi deranjează pe părinți și asigurați-vă că înțeleg așteptările dvs.', 'Acest lucru poate include alegerea altor filme și a merge în întâlniri. Întrebați-vă copiii despre ce reguli pot fi încălcate.', 'Stabiliți o oră de culcare clară, care nu poate fi negociată, când sunt mici. Odată ce pot înțelege regulile, faceți-le clar că regulile dvs. trebuie respectate.']",hellaswag/validation/6540,24351,Family Life,wikihow~40148,val,zeroshot,3
"[header] Cum să micșorezi pantofii din piele [title] Fii precaut atunci când folosești această metodă. [step] Apa are potențialul de a dăuna pielii, iar dacă folosești prea mult, pantoful tău ar putea deveni rigid, pătat sau crăpat. Opțional, poți aplica o soluție de protecție pentru piele la suprafața pe care plănuiești să o tratezi, dar aceasta poate face pantoful mai rezistent la tratarea cu apă.",,"[header] Cum să micșorezi pantofii din piele [title] Fii precaut atunci când folosești această metodă. [step] Apa are potențialul de a dăuna pielii, iar dacă folosești prea mult, pantoful tău ar putea deveni rigid, pătat sau crăpat. Opțional, poți aplica o soluție de protecție pentru piele la suprafața pe care plănuiești să o tratezi, dar aceasta poate face pantoful mai rezistent la tratarea cu apă.","['[substeps] Fii atent când folosești această metodă cu sneakersii tăi. Aceștia s-ar putea să nu reziste mult și ar putea avea nevoie de câteva încercări pentru a se potrivi corespunzător.', '[substeps] Protecțiile pentru piele pot reacționa ușor la tratamentul pe bază de apă, sau poți crește eficacitatea folosind un hidratant din cauciuc sau nylon. [title] Găsește un loc în casa ta unde să fii răbdător.', '[substeps] Dacă vrei să adaugi umiditate la pantof sau la suprafața lui, asigură-te că aplici acest tratament doar pe partea umedă a pantofului. [title] Freacă talpa cu un curățător pe bază de ulei.', '[substeps] Dacă ai aplicat protecție pentru piele la pantoful tău, lasă-l să se usuce complet înainte de a continua. [title] Umezește lateralele sau partea de sus a pantofului.']",hellaswag/validation/7696,32920,Personal Care and Style,wikihow~54268,val,zeroshot,3
[header] Cum să exfoliați picioarele cu zahăr [title] Stoarceți sucul din 1 lămâie și turnați-l într-un bol. [step] Sucul de lămâie este un tonic natural și iluminator al pielii. Rețineți că sucul de lămâie va face pielea să devină sensibilă la lumina soarelui.,,[header] Cum să exfoliați picioarele cu zahăr [title] Stoarceți sucul din 1 lămâie și turnați-l într-un bol. [step] Sucul de lămâie este un tonic natural și iluminator al pielii. Rețineți că sucul de lămâie va face pielea să devină sensibilă la lumina soarelui.,"['[title] Înmuiați-vă picioarele în suc timp de aproximativ 10 minute. [step] Lăsați-vă picioarele deschise, și lăsați-le să absoarbă sucul.', 'Fiți creativi și inspirați-vă din ceva similar. Iată câteva idei: încercați sucul de fructe citrice.', 'Întotdeauna așteptați ca sucul să pătrundă în pielea dvs. pentru a vă masa folliculele. [substeps] Pentru a obține rezultate rapide, stoarceți sucul din 1 lămâie.', 'Nu mergeți la soare după utilizarea scrub-ului; este mai bine să îl utilizați seara. [title] Amestecați între ¼ și ½ cești (55 până la 115 grame) de zahăr.']",hellaswag/validation/5319,15510,Personal Care and Style,wikihow~25644,val,zeroshot,3
Doamna mută o cămașă pe o masă de călcat. O doamnă călca o cămașă cu nasturi.,doamna,Doamna mută o cămașă pe o masă de călcat. O doamnă călca o cămașă cu nasturi. doamna,"['pune fierul jos.', 'ridică o cârpă și șterge cămașa călcată.', 'ia două cămăși și pune tricourile uzate.', 'stă pe masa de călcat și ține fierul deasupra cămășii.']",hellaswag/validation/3004,46012,Ironing clothes,activitynet~v_EbQJuDQdW8U,val,indomain,0
O femeie apare vorbind la camera și arătând cu degetul în depărtare. Camera se ridică și arată un alt bărbat în picioare pe teren și două mingi de baschet.,bărbatul și femeia,O femeie apare vorbind la camera și arătând cu degetul în depărtare. Camera se ridică și arată un alt bărbat în picioare pe teren și două mingi de baschet. bărbatul și femeia,"['unul lângă celălalt, în timp ce femeia stă pe o bancă.', 'apoi aruncă mingea și se aruncă una la alta.', 'încep să joace cu minge și să se deplaseze rapid, iar femeia face multe trucuri.', 'vorbind între ei, în timp ce femeia începe să arunce mingea pe teren.']",hellaswag/validation/2693,40884,Layup drill in basketball,activitynet~v_8jj-mhVrlGA,val,zeroshot,1
O fată intră în cameră prin ușa din dreapta și se așează la masă. Ei încep o luptă la braț și fata câștigă.,fata,O fată intră în cameră prin ușa din dreapta și se așează la masă. Ei încep o luptă la braț și fata câștigă. fata,"['zâmbește către camera arătându-și victoria, apoi amândoi se ridică pentru a părăsi camera pe aceleași uși pe care le-au folosit pentru a intra.', 'începe să danseze pe scenă și să râdă.', 'îi arată camerei pe cineva cu care a venit la întâlnire.', 'zâmbește un zâmbet prostesc, indicând celorlalți că au câștigat.']",hellaswag/validation/2004,30884,Arm wrestling,activitynet~v_8b3ZBE0n3V8,val,indomain,0
[header] Cum să te îmbogățești folosind puterea minții tale [title] Știi ce îți dorești. [step] Ceea ce vrei este primul lucru de care ar trebui să fii conștient. Ascultă-ți dorințele și acestea trebuie să aibă un scop.,,[header] Cum să te îmbogățești folosind puterea minții tale [title] Știi ce îți dorești. [step] Ceea ce vrei este primul lucru de care ar trebui să fii conștient. Ascultă-ți dorințele și acestea trebuie să aibă un scop.,"['Indiferent cât de imposibil ar părea la început, visează în mare. Sentimentele tale ar trebui să fie legate de ceea ce îți dorești.', 'Poate fi ceva mic, cum ar fi ucisul insectelor și aruncarea unor bușteni în foc. Lăsați-vă acolo, dar lăsați-vă sentimentele să vă ghideze.', 'Dacă ești mândru de ceea ce îți dorești, atunci și ceilalți din lume vor fi mândri de tine! [title] Înțelege-ți valorile personale. [step] Redefinește-ți valorile și vezi-le într-un mod mai realist.', 'Ar trebui să aibă ceva de-a face cu lumea în ansamblu. Dacă este în scopul realizării unui lucru, cel mai bun lucru pe care îl poți face este să alegi niște materiale care să se potrivească nevoilor și naturii tale.']",hellaswag/validation/4758,11585,Personal Care and Style,wikihow~19101,val,zeroshot,0
Vedem bărbatul luând o mână de iarbă și ștergând lama cu ea. Bărbatul scoate ceva din buzunar și frecă lama cu acesta.,bărbații,Vedem bărbatul luând o mână de iarbă și ștergând lama cu ea. Bărbatul scoate ceva din buzunar și frecă lama cu acesta. bărbații,"['se strâng de mână și merg spre mașină.', 'râd și se îmbrățișează, iar noi vedem ecranul de final.', 'apoi se întorc la tăiat iarba.', 'închid lama de pe secera.']",hellaswag/validation/2779,42433,Cutting the grass,activitynet~v_RoHYo2x9gbc,val,zeroshot,2
"[header] Cum să calculați salariul anual [title] Găsiți salariul dumneavoastră pe oră. [step] Probabil că deja știți cât faceți pe oră. De exemplu, ați putea să câștigați 15 $/oră.",,"[header] Cum să calculați salariul anual [title] Găsiți salariul dumneavoastră pe oră. [step] Probabil că deja știți cât faceți pe oră. De exemplu, ați putea să câștigați 15 $/oră.","['Nu puteți lucra jumătate din aceste ore. Totuși, o modalitate de a calcula cât câștigați pe oră este să verificați lista de plată a locului dumneavoastră de muncă.', 'Dar dacă nu aveți aceste informații, va trebui sa le găsiți. [substeps] Salariul dumneavoastră pe oră ar trebui să fie trecut pe talonul de plată, dacă angajatorul a furnizat unul.', 'Această cifră va fi probabil diferită în funcție de tipul de muncă pe care o faceți și de poziția pe care sperați să o aveți. De exemplu, dacă aveți un loc de muncă în domeniul babysitting-ului, puteți determina cât câștigați pe oră în funcție de rolul pe care îl jucați în viața bebelușului.', 'Înregistrați-vă salariul pe oră mai întâi, apoi media zilnică sau lunară pe care ați câștigat-o. [substeps] De exemplu, ați putea să vă publicați tariful orar mai întâi, astfel încât, dacă aveți o filosofie flexibilă de contabilitate, ați fi evaluat salariul dumneavoastră pe oră.']",hellaswag/validation/4125,6667,Finance and Business,wikihow~11020,val,indomain,1
"[header] Cum să alegeți uleiul de măsline [title] Nu vă lăsați înșelați de locație. [step] Nu toate uleiurile de măsline sunt create egale. De obicei, partea de jos a unei sticle de ulei de măsline indică de unde provine uleiul.",,"[header] Cum să alegeți uleiul de măsline [title] Nu vă lăsați înșelați de locație. [step] Nu toate uleiurile de măsline sunt create egale. De obicei, partea de jos a unei sticle de ulei de măsline indică de unde provine uleiul.","['Etichetarea poate fi uneori intenționat înșelătoare. Compania poate se poate lăuda că uleiul lor de măsline provine din Italia, dar uleiul poate fi doar ambalat în Italia.', 'Aceasta înseamnă că uleiul este mult mai concentrat decât este reprezentat pe sticlă. [title] Căutați un loc uscat pentru a stoca uleiul de măsline.', '[substeps] Căutați ulei de măsline într-o selecție de branduri, sau găsiți un magazin cu produse consignate unde există mărci de ulei de măsline preamestecate. Vizitați un magazin alimentar, farmacie sau alt loc unde aproape toate uleiurile de măsline sunt marcate sau identificate printr-o „etichetă” clar scrisă pe sticlă.', 'Cu toate acestea, acest aspect contează, deci va trebui să aflați. Dacă sunteți pe punctul de a sădi plantele aromatice, atunci gândiți-vă la forma în care doriți să le păstrați.']",hellaswag/validation/7363,30638,Food and Entertaining,wikihow~50490,val,indomain,0
[header] Cum să îți revigorezi pielea [title] Cunoaște tipul tău de piele. [step] Cum ai grijă de pielea ta va depinde de tipul tău specific de piele. Există cinci tipuri de piele de bază.,,[header] Cum să îți revigorezi pielea [title] Cunoaște tipul tău de piele. [step] Cum ai grijă de pielea ta va depinde de tipul tău specific de piele. Există cinci tipuri de piele de bază.,"['[substeps] Pielea grasă: acest tip de piele este mai degrabă uscat. Pielea grasă se poate usca ușor, dar cu aplicarea corectă a tratamentului de albire ar trebui să ai o piele foarte bună.', '[substeps] Nu alege mai mult de unul. Și nu folosi mai mult de două.', '[substeps] Pielea grasă: obține cel puțin 70 de ore de soare în fiecare zi. Acest lucru poate fi realizat prin combinarea expunerii la soare și a exercițiilor fizice.', '[substeps] Pielea normală este curată și nu este foarte sensibilă. Pielea uscată este solzoasă sau aspră.']",hellaswag/validation/7944,34790,Personal Care and Style,wikihow~57310,val,zeroshot,3
